"","wouldvote","peacefactor","peace_formerenemies","peace_jjindiv","peace_jjtribes","gos_soldier_execute","directlyharmed","age","farmer_dar","herder_dar","pastvoted","hhsize_darfur","village","female"
"1624",1,0,0,0,0,1,1,65,1,0,0,10,"Om Dokhon",0
"1626",1,0,0,0,0,1,0,40,1,0,0,12,"Om Dorabero",1
"1627",0,0,0,0,0,1,0,35,1,1,1,4,"Om Dorabero",1
"1628",0,1,1,1,1,0,1,80,1,0,0,10,"Om Dorabero",0
"1632",1,0.202008432366002,0,0,0,0,1,45,1,1,1,6,"Om Drisai",0
"1633",1,0.794918419993918,1,0,1,0,1,38,1,0,0,3,"Om Drisai",0
"1634",0,0,0,0,0,1,0,66,1,0,1,18,"Om Gesha",0
"1635",1,0.794918419993918,1,0,1,0,0,29,1,0,1,4,"Om Kharuba",0
"1636",1,0.202008432366002,0,0,0,0,1,51,1,1,1,13,"Om Kharuba",0
"1638",0,1,1,1,1,0,0,30,1,0,1,7,"Om Kharuba",0
"1642",0,0.797991567633998,1,1,1,1,1,26,0,0,1,20,"Orshi Dam",0
"1644",0,0,0,0,0,1,1,35,1,0,0,5,"Orum",1
"1645",1,0.794918419993918,1,0,1,0,1,39,1,0,1,6,"Orum",0
"1646",0,0,0,0,0,1,1,27,1,0,0,6,"Osore",1
"1647",1,0.293169279278242,1,0,0,1,1,42,1,1,0,10,"Oshishi",0
"1648",0,0,0,0,0,1,0,25,1,1,1,7,"Osore",1
"1649",0,1,1,1,1,0,1,43,1,0,0,13,"Osore",0
"1650",1,0,0,0,0,1,0,60,1,0,0,6,"Ostani",0
"1651",1,0,0,0,0,1,0,55,1,0,0,18,"Ostani",0
"1655",1,0.293169279278242,1,0,0,1,1,39,1,1,0,5,"Oyor",0
"1657",1,0.797991567633998,1,1,1,1,1,32,0,0,1,10,"Qarbar",0
"1658",0,0.293169279278242,1,0,0,1,0,54,1,0,0,8,"Qarbar",0
"1660",0,0.202008432366002,0,0,0,0,0,38,0,0,0,24,"Qookus",1
"1662",1,1,1,1,1,0,1,47,1,0,1,17,"Rafeda",0
"1663",0,0.293169279278242,1,0,0,1,0,40,1,0,1,7,"Rahad Katraya",0
"1664",1,0,0,0,0,1,1,40,1,0,1,9,"Rakasia",0
"1666",1,0.706830720721758,0,1,1,0,1,29,1,1,1,2,"Ramakaya",0
"1667",1,0,0,0,0,1,0,22,1,1,1,4,"Ras Feel",1
"1668",0,0,0,0,0,1,0,40,1,0,0,9,"Ras Tor",1
"1669",0,0.299740708349675,0,0,1,1,0,60,1,1,1,8,"Rayu Ghanam",0
"1670",0,0,0,0,0,1,0,32,1,0,1,4,"Rofida",0
"1671",0,0.293169279278242,1,0,0,1,0,57,1,0,0,9,"Sabaa",0
"1673",0,0.202008432366002,0,0,0,0,0,43,1,0,1,10,"Sabarna",0
"1675",0,0,0,0,0,1,1,26,1,1,1,6,"Sadiga",1
"1676",0,0,0,0,0,1,0,27,1,0,1,7,"Saki",1
"1677",1,0.202008432366002,0,0,0,0,0,49,1,0,0,7,"Sakundje",0
"1678",0,0.293169279278242,1,0,0,1,0,35,1,0,1,9,"Sakutagee",0
"1679",0,0,0,0,0,1,0,35,1,0,1,8,"Salbe",1
"1681",0,0.293169279278242,1,0,0,1,0,57,1,0,1,13,"Saldi",0
"1682",0,0.293169279278242,1,0,0,1,1,35,1,0,0,10,"Silea",1
"1684",0,0.202008432366002,0,0,0,0,1,23,1,0,1,7,"Sandokdo",0
"1689",1,0.202008432366002,0,0,0,0,0,38,1,0,1,15,"Sarb",1
"1690",0,0,0,0,0,1,1,35,1,0,0,7,"Sari",1
"1691",1,1,1,1,1,0,1,27,1,0,0,3,"Saritia",0
"1693",0,0.202008432366002,0,0,0,0,0,20,1,0,1,7,"Sawni",0
"1694",0,0,0,0,0,1,0,59,1,1,1,10,"Sawya",1
"1697",1,0.299740708349675,0,0,1,1,0,25,1,0,1,7,"Seened",1
"1698",0,0.797991567633998,1,1,1,1,1,28,1,0,1,8,"Seesee",0
"1699",0,1,1,1,1,0,0,31,1,0,1,11,"Seline",0
"1701",1,0.299740708349675,0,0,1,1,0,19,1,0,1,12,"Sirba",0
"1702",1,0.592909987627917,1,0,1,1,0,57,1,0,1,14,"Sirba",0
"1703",1,0,0,0,0,1,0,38,1,1,1,4,"Sirba",0
"1704",1,0,0,0,0,1,1,22,1,1,1,2,"Sirba",1
"1705",0,0,0,0,0,1,0,37,0,0,0,6,"Sirba",0
"1706",1,0.794918419993918,1,0,1,0,1,32,1,1,1,3,"Sereha",0
"1709",1,0,0,0,0,1,0,90,1,0,0,5,"Shagiya",0
"1710",1,0.794918419993918,1,0,1,0,1,45,1,0,1,10,"Shajar",1
"1711",0,1,1,1,1,0,0,37,1,0,0,7,"Shajar",0
"1712",0,1,1,1,1,0,1,55,1,0,0,12,"Shajar",0
"1714",1,0,0,0,0,1,0,48,1,0,0,16,"Shalal",0
"1715",1,0,0,0,0,1,0,34,1,0,0,3,"Shalal",0
"1717",1,0,0,0,0,1,0,27,1,0,1,2,"Shetia",0
"1718",1,0,0,0,0,1,0,23,1,0,0,6,"Shetia",1
"1719",0,0,0,0,0,1,1,55,1,0,1,9,"Shilga",0
"1720",0,0.202008432366002,0,0,0,0,0,30,1,0,1,3,"Shoshte",1
"1721",1,0.202008432366002,0,0,0,0,1,26,1,0,1,10,"Shoshte",0
"1722",0,0.797991567633998,1,1,1,1,0,29,1,1,1,5,"Shoshte",1
"1723",0,0,0,0,0,1,0,20,1,0,1,5,"Shoshte",1
"1725",1,0,0,0,0,1,0,35,1,0,0,7,"Silba",0
"1726",0,0,0,0,0,1,1,68,1,0,1,14,"Silba",1
"1729",0,0,0,0,0,1,1,18,0,0,1,5,"Sildee",1
"1730",0,0,0,0,0,1,1,25,1,0,1,8,"Silea",1
"1731",1,0,0,0,0,1,1,20,1,1,1,14,"Silea",0
"1736",0,0,0,0,0,1,1,59,1,0,1,14,"Silea",0
"1738",1,0,0,0,0,1,0,25,1,0,1,4,"Silea",0
"1739",1,0,0,0,0,1,1,30,1,1,1,4,"Silea",1
"1740",0,0,0,0,0,1,1,24,0,0,1,9,"Silea",1
"1741",0,0,0,0,0,1,0,69,1,0,0,15,"Silea",0
"1742",1,0.592909987627917,1,0,1,1,1,30,1,0,1,5,"Silea",0
"1747",0,0.797991567633998,1,1,1,1,1,37,1,0,1,10,"Silea",0
"1749",0,1,1,1,1,0,1,22,0,0,1,9,"Silea",1
"1750",0,0.592909987627917,1,0,1,1,0,18,0,0,1,8,"Silea",1
"1751",0,0.299740708349675,0,0,1,1,0,29,1,0,0,9,"Silea",1
"1752",0,0,0,0,0,1,1,18,1,0,1,6,"Silea",1
"1753",1,0.293169279278242,1,0,0,1,1,28,1,0,1,20,"Silea",0
"1754",0,0.202008432366002,0,0,0,0,1,67,1,0,0,9,"Silea",0
"1755",0,0,0,0,0,1,1,25,1,0,1,12,"Silea",1
"1756",1,0,0,0,0,1,0,80,1,0,1,9,"Silea",0
"1759",0,0,0,0,0,1,0,78,1,0,1,18,"Silea",0
"1761",0,0.202008432366002,0,0,0,0,1,22,1,0,1,9,"Silea",0
"1762",1,0,0,0,0,1,0,58,1,0,1,18,"Silea",0
"1763",0,0,0,0,0,1,1,23,1,0,0,12,"Silea",1
"1765",1,0,0,0,0,1,1,35,1,1,1,9,"Silea",1
"1767",0,0,0,0,0,1,1,30,1,0,0,4,"Silea",1
"1770",0,0.202008432366002,0,0,0,0,1,27,1,0,1,10,"Silea",0
"1771",1,0,0,0,0,1,0,18,0,0,1,7,"Silea",1
"1773",1,0,0,0,0,1,0,46,1,0,0,13,"Silea",0
"1774",0,0,0,0,0,1,0,23,1,0,1,14,"Silea",1
"1775",0,0,0,0,0,1,1,50,1,0,1,38,"Silea",1
"1776",0,0,0,0,0,1,0,26,1,0,0,6,"Silea",1
"1779",0,0,0,0,0,1,1,23,1,0,1,4,"Silea",1
"1780",1,0,0,0,0,1,0,39,1,0,1,5,"Silea",0
"1781",0,0,0,0,0,1,0,23,0,0,1,9,"Silea",1
"1782",0,0,0,0,0,1,1,25,1,0,0,5,"Silea",1
"1788",1,0.794918419993918,1,0,1,0,1,20,0,0,1,10,"Silea",0
"1789",1,0.293169279278242,1,0,0,1,1,37,1,1,1,15,"Silea",0
"1790",0,0.794918419993918,1,0,1,0,0,25,1,1,0,8,"Silea",1
"1792",1,0.592909987627917,1,0,1,1,0,33,1,0,1,6,"Silea",0
"1793",0,0,0,0,0,1,1,25,1,0,1,8,"Silea",1
"1794",1,0,0,0,0,1,0,27,0,0,0,7,"Silea",0
"1795",1,0.592909987627917,1,0,1,1,1,46,1,1,0,14,"Silea",0
"1796",0,1,1,1,1,0,0,42,1,0,0,11,"Silea",0
"1800",0,0,0,0,0,1,1,19,0,0,0,12,"Silea",0
"1802",1,0,0,0,0,1,1,61,1,0,0,11,"Silea",0
"1803",0,0,0,0,0,1,1,22,1,0,1,15,"Silea",1
"1804",0,0,0,0,0,1,0,33,1,0,1,9,"Silea",0
"1805",0,0,0,0,0,1,1,30,1,0,1,4,"Silea",1
"1806",0,0.592909987627917,1,0,1,1,0,38,0,0,1,16,"Silea",0
"1807",1,0,0,0,0,1,1,40,1,0,1,40,"Silea",1
"1808",0,0,0,0,0,1,1,21,1,0,1,8,"Silea",1
"1809",0,0.202008432366002,0,0,0,0,1,27,1,0,1,6,"Silea",1
"1810",0,1,1,1,1,0,1,35,1,0,1,5,"Silea",0
"1811",0,0.202008432366002,0,0,0,0,0,37,1,0,1,5,"Silea",1
"1812",0,0,0,0,0,1,0,18,1,0,1,10,"Silea",1
"1813",0,0,0,0,0,1,0,20,1,0,1,10,"Silea",1
"1814",1,0,0,0,0,1,0,33,1,1,1,4,"Silea",0
"1815",1,0,0,0,0,1,0,36,1,0,0,7,"Silea",0
"1817",0,0.293169279278242,1,0,0,1,0,40,1,0,0,5,"Silea",0
"1819",1,0.202008432366002,0,0,0,0,0,45,1,0,0,18,"Simk Kidik",0
"1821",0,0.202008432366002,0,0,0,0,0,54,1,0,1,11,"Sir",0
"1822",1,0.700259291650325,1,1,0,0,0,49,1,0,1,7,"Sir Khala",1
"1823",1,0.293169279278242,1,0,0,1,1,30,1,1,0,6,"Sirba",0
"1824",1,0.592909987627917,1,0,1,1,1,40,1,1,1,7,"Sirba",0
"1828",0,0,0,0,0,1,1,37,1,0,1,5,"Sirba",1
"1829",0,0,0,0,0,1,0,19,1,1,1,9,"Sirba",1
"1830",0,0,0,0,0,1,0,40,1,0,0,10,"Sirba",1
"1831",1,0,0,0,0,1,0,32,1,0,1,10,"Sirba",0
"1833",1,0.293169279278242,1,0,0,1,1,35,1,1,1,8,"Sirba",0
"1835",0,0.293169279278242,1,0,0,1,0,20,0,0,1,8,"Sirba",1
"1836",1,0.202008432366002,0,0,0,0,0,18,1,0,1,12,"Sirba",0
"1837",1,0.495177711644244,1,0,0,0,0,35,1,1,0,6,"Sirba",0
"1838",0,0,0,0,0,1,1,19,1,0,1,9,"Sirba",1
"1841",0,0.202008432366002,0,0,0,0,0,40,1,0,1,8,"Sirba",0
"1842",0,0,0,0,0,1,1,35,1,0,1,11,"Sirba",1
"1843",0,0,0,0,0,1,0,42,1,0,1,8,"Sirba",0
"1846",0,0,0,0,0,1,1,22,1,0,1,7,"Solobia",1
"1850",1,1,1,1,1,0,1,31,0,0,1,3,"Suwaney",0
"1854",1,0.797991567633998,1,1,1,1,1,44,1,0,1,7,"Tabaldia",0
"1855",1,0.299740708349675,0,0,1,1,1,22,0,0,1,11,"Tabaldia",0
"1857",0,0.202008432366002,0,0,0,0,1,36,1,0,1,8,"Tadkini",1
"1858",0,0,0,0,0,1,1,45,1,0,1,6,"Tagajru",1
"1860",1,0,0,0,0,1,1,33,1,0,0,20,"Tai Kanga",0
"1862",0,0,0,0,0,1,1,30,1,0,1,6,"Talga",1
"1863",0,0,0,0,0,1,0,25,0,1,0,10,"Tanga",0
"1864",0,0.495177711644244,1,0,0,0,0,18,1,0,1,12,"Tandosa",1
"1865",0,0,0,0,0,1,1,45,1,0,1,7,"Tandosa",1
"1866",0,0,0,0,0,1,0,48,1,0,1,9,"Tandosa",1
"1868",0,0,0,0,0,1,1,40,1,0,1,9,"Tandi Karo",1
"1869",0,0.797991567633998,1,1,1,1,0,18,0,0,1,6,"Tandosa",0
"1870",1,0.501749140715677,0,0,1,0,0,59,1,0,1,9,"Tandosa",0
"1871",0,0.202008432366002,0,0,0,0,0,40,1,0,0,9,"Tandosa",1
"1872",1,0.592909987627917,1,0,1,1,0,45,0,0,0,8,"Tandosa",0
"1873",1,0,0,0,0,1,1,50,1,0,0,7,"Tanga",1
"1874",0,0,0,0,0,1,1,25,1,0,1,10,"Tanga",1
"1875",0,0.202008432366002,0,0,0,0,0,33,1,0,1,3,"Tarbeba",0
"1876",1,0.592909987627917,1,0,1,1,0,50,1,0,0,7,"Tarbeba",0
"1877",1,0.794918419993918,1,0,1,0,0,56,1,0,0,15,"Tarbeba",0
"1879",1,0.592909987627917,1,0,1,1,0,33,0,0,0,6,"Tarbeba",0
"1880",1,0.592909987627917,1,0,1,1,0,33,1,0,1,7,"Tarbeba",0
"1882",0,0,0,0,0,1,1,69,1,0,1,23,"Tarbeba",0
"1883",0,0,0,0,0,1,1,22,1,0,1,8,"Tarbeba",1
"1884",0,0.202008432366002,0,0,0,0,0,20,1,0,1,5,"Tarbeba",1
"1886",1,0,0,0,0,1,0,25,1,0,1,6,"Tarbeba",1
"1888",1,0,0,0,0,1,1,37,0,0,0,6,"Tarbeba",0
"1890",1,0.495177711644244,1,0,0,0,1,48,1,0,1,4,"Tarbeba",0
"1892",0,0.202008432366002,0,0,0,0,1,25,1,0,1,4,"Tarbeba",1
"1895",0,0.293169279278242,1,0,0,1,0,33,1,0,1,5,"Tarbeba",0
"1896",0,0.205081580006082,0,1,0,1,0,35,1,0,0,5,"Tarbeba",0
"1897",0,0,0,0,0,1,0,40,1,1,0,7,"Tarbeba",1
"1899",1,0.495177711644244,1,0,0,0,1,32,1,0,0,2,"Tarbeba",0
"1901",1,0,0,0,0,1,0,65,1,1,0,5,"Tarbeba",1
"1902",0,0.202008432366002,0,0,0,0,1,22,1,0,1,4,"Tarbeba",1
"1904",0,0,0,0,0,1,0,35,1,0,0,9,"Tarbeba",1
"1905",1,0.293169279278242,1,0,0,1,0,26,1,0,1,5,"Tarbeba",1
"1906",0,0,0,0,0,1,0,30,1,0,1,4,"Tarbeba",1
"1907",0,0.797991567633998,1,1,1,1,0,48,1,0,0,10,"Tarbeba",0
"1908",0,0.293169279278242,1,0,0,1,1,35,1,0,1,5,"Tarbeba",1
"1910",1,0,0,0,0,1,1,25,1,0,1,8,"Tarbeba",1
"1912",0,0.202008432366002,0,0,0,0,0,45,1,0,1,6,"Tarbeba",1
"1914",0,0.495177711644244,1,0,0,0,0,30,1,0,0,4,"Tarbeba",0
"1916",0,0,0,0,0,1,0,26,1,0,1,6,"Targata",1
"1917",0,0,0,0,0,1,1,29,1,0,1,6,"Tarlabeet",1
"1918",0,0,0,0,0,1,0,20,1,0,1,8,"Tarlety",1
"1921",0,0.293169279278242,1,0,0,1,1,25,1,0,1,8,"Teberia",1
"1923",1,0.501749140715677,0,0,1,0,0,36,1,0,1,4,"Tere",0
"1926",1,0,0,0,0,1,0,52,1,0,0,7,"Terti",0
"1927",1,0.706830720721758,0,1,1,0,1,28,1,1,1,9,"Tina",0
"1928",1,1,1,1,1,0,0,65,0,0,0,17,"Tina",0
"1932",1,0,0,0,0,1,1,35,1,1,1,6,"Tina",1
"1933",0,0,0,0,0,1,0,25,1,0,1,10,"Tina",1
"1934",0,0.202008432366002,0,0,0,0,0,18,0,0,1,9,"Tina",1
"1935",0,0.202008432366002,0,0,0,0,0,39,1,1,1,9,"Tina",1
"1936",0,0.202008432366002,0,0,0,0,0,19,0,0,1,5,"Tina",1
"1938",0,0,0,0,0,1,0,32,1,0,0,6,"Tina",1
"1939",0,0.293169279278242,1,0,0,1,0,20,1,0,1,11,"Tina",0
"1941",0,0.202008432366002,0,0,0,0,0,25,1,0,1,20,"Tina",1
"1942",0,0.202008432366002,0,0,0,0,0,25,1,0,1,40,"Tina",1
"1944",0,0,0,0,0,1,0,27,0,0,0,12,"Tina",1
"1946",0,1,1,1,1,0,1,35,1,1,0,5,"Tina",1
"1947",1,0,0,0,0,1,0,25,0,0,0,22,"Tina",1
"1948",0,0.202008432366002,0,0,0,0,0,30,0,0,1,10,"Tina",1
"1949",0,0.794918419993918,1,0,1,0,1,51,1,1,1,9,"Tina",1
"1951",0,0,0,0,0,1,0,45,1,0,1,8,"Tina",1
"1952",1,1,1,1,1,0,1,45,1,1,0,6,"Tina",0
"1954",1,0.202008432366002,0,0,0,0,0,20,0,0,1,12,"Tina",1
"1955",1,0.498250859284323,1,1,0,1,0,48,1,1,1,13,"Tina",0
"1957",0,0.202008432366002,0,0,0,0,0,20,0,0,1,10,"Tina",1
"1959",1,0,0,0,0,1,1,32,1,0,0,9,"Tindosia",1
"1960",0,0.202008432366002,0,0,0,0,0,60,1,0,1,8,"Tindosia",1
"1963",0,0,0,0,0,1,0,35,1,0,1,7,"Tina",1
"1964",1,1,1,1,1,0,1,53,1,1,0,8,"Tina",0
"1965",1,0.592909987627917,1,0,1,1,0,65,0,0,1,5,"Tinko",0
"1967",1,1,1,1,1,0,1,38,1,0,1,8,"Todobay",0
"1974",0,0,0,0,0,1,0,35,1,0,0,5,"Todobay",1
"1975",0,0,0,0,0,1,0,19,0,0,1,21,"Todusa",1
"1980",0,0,0,0,0,1,1,34,1,1,1,7,"Tolos",1
"1982",1,1,1,1,1,0,1,24,0,0,0,19,"Tolos",0
"1984",0,0,0,0,0,1,1,21,1,0,1,10,"Tolos",1
"1989",1,0,0,0,0,1,1,37,1,0,1,7,"Tolos",0
"1991",1,0.293169279278242,1,0,0,1,1,24,1,0,1,8,"Tolos",1
"1992",0,0.504822288355756,0,1,1,1,0,24,1,0,0,3,"Tolos",1
"1993",0,0,0,0,0,1,0,19,1,0,1,5,"Tolos",0
"1994",1,0,0,0,0,1,1,25,1,1,1,3,"Tolos",1
"1999",1,0.501749140715677,0,0,1,0,1,20,1,0,1,6,"Tolos",1
"2002",1,0.495177711644244,1,0,0,0,1,68,1,0,1,12,"Tondobay",0
"2004",1,0.794918419993918,1,0,1,0,1,35,1,0,1,3,"Tondobay",0
"2008",1,0,0,0,0,1,1,27,1,0,0,7,"Tonogo",1
"2009",1,1,1,1,1,0,1,40,0,0,1,7,"Tor Hilla Bardi",1
"2010",0,1,1,1,1,0,1,34,0,0,0,9,"Torgono",0
"2013",1,0.205081580006082,0,1,0,1,1,26,1,0,1,12,"Tribaba",1
"2016",0,0,0,0,0,1,1,20,1,1,1,3,"Tukul Tukul",1
"2017",1,0,0,0,0,1,1,23,1,0,1,8,"Tukul Tukul",0
"2021",0,0,0,0,0,1,1,42,1,0,0,8,"Tukul Tukul",1
"2022",0,0.202008432366002,0,0,0,0,1,24,0,0,1,2,"Tumbuka",0
"2023",0,0,0,0,0,1,0,62,1,0,0,5,"Tundobaya",0
"2024",1,0.293169279278242,1,0,0,1,0,19,1,0,1,12,"Tundosa",0
"2026",1,0.706830720721758,0,1,1,0,1,34,0,0,0,6,"Tunuko",0
"2028",0,0,0,0,0,1,0,29,1,0,1,8,"Tweng",0
"2030",0,0,0,0,0,1,1,27,1,0,1,7,"Um Aruba",1
"2031",1,1,1,1,1,0,0,26,0,0,1,15,"Um Baro",1
"2033",1,0.501749140715677,0,0,1,0,1,56,1,0,0,16,"Um Baro",0
"2035",0,0,0,0,0,1,1,35,1,0,0,19,"Um Baro",1
"2036",1,0,0,0,0,1,0,35,1,1,1,4,"Um Baro",0
"2040",1,0,0,0,0,1,1,45,1,0,1,9,"Um Baro",0
"2041",0,0.202008432366002,0,0,0,0,0,39,0,0,1,6,"Um Baro",0
"2042",0,0,0,0,0,1,0,23,1,0,1,10,"Um Baro",0
"2043",1,0.202008432366002,0,0,0,0,1,26,1,0,0,9,"Um Baro",0
"2045",1,0.202008432366002,0,0,0,0,1,37,1,0,0,5,"Um Baro",0
"2046",0,0.293169279278242,1,0,0,1,1,40,1,0,0,10,"Um Baro",1
"2047",0,0,0,0,0,1,0,27,0,0,1,9,"Um Baro",1
"2048",1,0.501749140715677,0,0,1,0,0,37,0,0,0,2,"Um Baro",0
"2049",0,0.293169279278242,1,0,0,1,1,24,1,1,1,5,"Um Baro",1
"2051",1,0.592909987627917,1,0,1,1,1,19,1,1,1,11,"Um Baro",0
"2052",0,0.202008432366002,0,0,0,0,0,27,1,1,1,8,"Um Baro",1
"2054",1,0,0,0,0,1,0,50,1,0,1,26,"Um Baro",0
"2058",0,0,0,0,0,1,0,45,1,0,0,5,"Um Baro",1
"2059",1,0.293169279278242,1,0,0,1,0,40,1,1,0,12,"Um Baro",0
"2061",0,0.293169279278242,1,0,0,1,0,45,1,0,0,10,"Um Baro",1
"2062",0,1,1,1,1,0,0,40,1,0,1,2,"Um Chouch",0
"2064",1,0.202008432366002,0,0,0,0,1,27,1,0,0,4,"Um Darabairu",0
"2065",1,0.202008432366002,0,0,0,0,1,51,1,0,0,5,"Um Darabiru",1
"2068",1,0,0,0,0,1,0,33,1,0,1,8,"Um Deriwa",0
"2069",0,0,0,0,0,1,0,27,1,0,1,5,"Um Deriwa",1
"2070",1,0.299740708349675,0,0,1,1,0,36,0,0,1,8,"Um Dorbiro",0
"2071",1,0.794918419993918,1,0,1,0,1,47,1,0,0,10,"Um Drisa",0
"2072",0,0,0,0,0,1,0,20,1,1,1,5,"Um Gabeera",1
"2073",0,1,1,1,1,0,1,27,0,0,1,8,"Um Haruba",0
"2074",0,0.794918419993918,1,0,1,0,1,31,1,0,1,3,"Um Horoba",0
"2077",0,0.202008432366002,0,0,0,0,0,32,1,0,1,16,"Um Kharouba",1
"2079",0,0.504822288355756,0,1,1,1,0,30,1,0,1,4,"Um Kheir",1
"2080",1,0.495177711644244,1,0,0,0,0,38,1,0,0,8,"Um Kheir",0
"2081",1,0,0,0,0,1,1,18,1,0,1,7,"Um Kheir",0
"2082",0,0.794918419993918,1,0,1,0,1,34,0,0,1,7,"Um Kheir",0
"2083",0,0,0,0,0,1,0,35,1,0,1,3,"Um Kheir",1
"2084",0,0.293169279278242,1,0,0,1,1,23,1,0,1,15,"Um Kheir",1
"2085",0,1,1,1,1,0,1,37,1,0,1,8,"Um Kheir",1
"2086",1,0,0,0,0,1,1,80,1,0,1,9,"Um Kheir",1
"2091",1,0.202008432366002,0,0,0,0,0,26,1,0,0,7,"Um Khorba",0
"2093",0,0.794918419993918,1,0,1,0,0,25,1,0,1,9,"Um Majara",1
"2094",1,0,0,0,0,1,1,35,1,0,1,6,"Um Roam",1
"2096",1,0.202008432366002,0,0,0,0,1,18,1,0,0,5,"Um Shegera",1
"2097",1,1,1,1,1,0,0,84,0,0,1,5,"Um Yuuyra",0
"2098",0,0.495177711644244,1,0,0,0,0,35,1,0,1,6,"Urdee",0
"2100",1,0,0,0,0,1,0,25,1,0,1,4,"Urum",1
"2103",0,0.797991567633998,1,1,1,1,0,72,1,0,0,14,"Urum",0
"2106",0,0,0,0,0,1,1,75,1,0,0,20,"Usri",0
"2107",0,0.202008432366002,0,0,0,0,0,27,1,0,1,8,"Ustani",0
"2108",0,1,1,1,1,0,0,35,1,0,0,5,"Varum",0
"2109",0,0.592909987627917,1,0,1,1,0,18,0,0,1,8,"Varum",0
"2110",0,0,0,0,0,1,0,38,1,0,1,7,"Wada Alnil",1
"2113",1,0.202008432366002,0,0,0,0,1,46,1,0,1,16,"Wadareeb",0
"2115",0,0.202008432366002,0,0,0,0,1,25,1,0,1,14,"Wadareeb",1
"2118",1,0,0,0,0,1,1,50,1,1,1,8,"Wadi Kaja",1
"2120",1,0.797991567633998,1,1,1,1,1,34,0,0,1,8,"Wadi Nyala",0
"2122",1,0.202008432366002,0,0,0,0,1,37,0,0,1,5,"Wadi Nyala",0
"2123",0,0,0,0,0,1,0,24,0,0,1,9,"Wadi Nyala",1
"2124",1,0,0,0,0,1,0,27,1,0,1,7,"Wadi Nyala",0
"2126",0,0.495177711644244,1,0,0,0,1,27,1,0,1,8,"Wadi Nyala",0
"2127",1,0.797991567633998,1,1,1,1,0,36,0,0,1,5,"Wadi Nyala",0
"2128",0,0,0,0,0,1,1,45,1,0,0,5,"Wadi Nyala",1
"2129",0,0.293169279278242,1,0,0,1,0,25,1,0,1,2,"Wadi Nyala",1
"2130",1,0,0,0,0,1,1,20,1,0,1,4,"Wadi Nyala",1
"2131",1,0,0,0,0,1,1,20,1,1,1,7,"Wadi Rati",1
"2132",0,0,0,0,0,1,1,41,1,0,0,6,"Wadi Salih",0
"2134",0,0,0,0,0,1,1,25,0,0,1,19,"Wadi Salih",1
"2135",0,0.299740708349675,0,0,1,1,0,26,1,0,0,16,"Wadi Salih",1
"2137",1,0,0,0,0,1,1,35,1,1,0,14,"Waimana",1
"2138",0,0,0,0,0,1,0,19,1,0,1,9,"Al Geneina",1
"2139",1,0,0,0,0,1,0,34,1,0,0,15,"West Jagama",0
"2140",1,0,0,0,0,1,0,75,1,0,0,7,"Wigo",0
"2142",1,0,0,0,0,1,1,40,1,0,0,7,"Yahya",0
"2145",0,0.501749140715677,0,0,1,0,1,38,1,0,1,10,"Yuru",0
"2146",0,0.202008432366002,0,0,0,0,0,39,1,0,0,8,"Zalingi",0
"2147",0,0,0,0,0,1,1,38,1,0,1,6,"Zalingi",1
"2152",1,0.797991567633998,1,1,1,1,0,35,0,0,1,5,"the eastern quarter",0
